val_acc,epoch,step,train_loss,train_acc,test_acc
0.31578946113586426,0,2,,,
0.6842105388641357,1,5,,,
0.6842105388641357,2,8,,,
0.6842105388641357,3,11,,,
0.6842105388641357,4,14,,,
0.6842105388641357,5,17,,,
0.6842105388641357,6,20,,,
0.7105262875556946,7,23,,,
0.7105262875556946,8,26,,,
0.7105262875556946,9,29,,,
0.6842105388641357,10,32,,,
0.7368420958518982,11,35,,,
0.7368420958518982,12,38,,,
0.7368420958518982,13,41,,,
0.7631579041481018,14,44,,,
0.7631579041481018,15,47,,,
,16,49,0.3944176137447357,0.765625,
0.7105262875556946,16,50,,,
0.7631579041481018,17,53,,,
0.6315789222717285,18,56,,,
0.7894737124443054,19,59,,,
0.7368420958518982,20,62,,,
0.7631579041481018,21,65,,,
0.7894737124443054,22,68,,,
0.7368420958518982,23,71,,,
0.7105262875556946,24,74,,,
0.7368420958518982,25,77,,,
0.7105262875556946,26,80,,,
0.7368420958518982,27,83,,,
0.7894737124443054,28,86,,,
0.7105262875556946,29,89,,,
0.7368420958518982,30,92,,,
0.7894737124443054,31,95,,,
0.7105262875556946,32,98,,,
,33,99,0.36204594373703003,0.8125,
0.7894737124443054,33,101,,,
0.8157894611358643,34,104,,,
0.8421052694320679,35,107,,,
0.7894737124443054,36,110,,,
0.7894737124443054,37,113,,,
0.8421052694320679,38,116,,,
0.8421052694320679,39,119,,,
0.7368420958518982,40,122,,,
0.7368420958518982,41,125,,,
0.8421052694320679,42,128,,,
0.7894737124443054,43,131,,,
0.8421052694320679,44,134,,,
0.8157894611358643,45,137,,,
0.7894737124443054,46,140,,,
0.8157894611358643,47,143,,,
0.8421052694320679,48,146,,,
,49,149,0.3026714622974396,0.8181818127632141,
0.8421052694320679,49,149,,,
0.8157894611358643,50,152,,,
0.8421052694320679,51,155,,,
0.8421052694320679,52,158,,,
0.7368420958518982,53,161,,,
0.8157894611358643,54,164,,,
0.8157894611358643,55,167,,,
0.7894737124443054,56,170,,,
0.8157894611358643,57,173,,,
0.8421052694320679,58,176,,,
0.7894737124443054,59,179,,,
0.8157894611358643,60,182,,,
0.8157894611358643,61,185,,,
0.8421052694320679,62,188,,,
0.8421052694320679,63,191,,,
0.8157894611358643,64,194,,,
0.8157894611358643,65,197,,,
,66,199,0.1857307106256485,0.90625,
0.8684210777282715,66,200,,,
0.8421052694320679,67,203,,,
0.8684210777282715,68,206,,,
0.7894737124443054,69,209,,,
0.8421052694320679,70,212,,,
0.8421052694320679,71,215,,,
0.8421052694320679,72,218,,,
0.8157894611358643,73,221,,,
0.8421052694320679,74,224,,,
0.8421052694320679,75,227,,,
0.8421052694320679,76,230,,,
0.8684210777282715,77,233,,,
0.8421052694320679,78,236,,,
0.8157894611358643,79,239,,,
0.8421052694320679,80,242,,,
0.8421052694320679,81,245,,,
0.8421052694320679,82,248,,,
,83,249,0.15099558234214783,0.921875,
0.8684210777282715,83,251,,,
0.8684210777282715,84,254,,,
0.8157894611358643,85,257,,,
0.8421052694320679,86,260,,,
0.8157894611358643,87,263,,,
0.8157894611358643,88,266,,,
0.8421052694320679,89,269,,,
0.8684210777282715,90,272,,,
0.8684210777282715,91,275,,,
0.8421052694320679,92,278,,,
0.8421052694320679,93,281,,,
0.8157894611358643,94,284,,,
0.8157894611358643,95,287,,,
0.8157894611358643,96,290,,,
0.8421052694320679,97,293,,,
0.8684210777282715,98,296,,,
,99,299,0.27232101559638977,0.8636363744735718,
0.8684210777282715,99,299,,,
0.8421052694320679,100,302,,,
0.8421052694320679,101,305,,,
0.8421052694320679,102,308,,,
0.8421052694320679,103,311,,,
0.8157894611358643,104,314,,,
0.8157894611358643,105,317,,,
0.8421052694320679,106,320,,,
0.8684210777282715,107,323,,,
0.8421052694320679,108,326,,,
0.8421052694320679,109,329,,,
0.8684210777282715,110,332,,,
0.8684210777282715,111,335,,,
0.8157894611358643,112,338,,,
0.8157894611358643,113,341,,,
0.8684210777282715,114,344,,,
0.8421052694320679,115,347,,,
,116,349,0.16364504396915436,0.9375,
0.8421052694320679,116,350,,,
0.8421052694320679,117,353,,,
0.8684210777282715,118,356,,,
0.8421052694320679,119,359,,,
0.8421052694320679,120,362,,,
0.8421052694320679,121,365,,,
0.8421052694320679,122,368,,,
0.8684210777282715,123,371,,,
0.8157894611358643,124,374,,,
0.8421052694320679,125,377,,,
0.8421052694320679,126,380,,,
0.8421052694320679,127,383,,,
0.8421052694320679,128,386,,,
0.8421052694320679,129,389,,,
0.7894737124443054,130,392,,,
0.8157894611358643,131,395,,,
0.8421052694320679,132,398,,,
,133,399,0.15275341272354126,0.90625,
0.8421052694320679,133,401,,,
0.8684210777282715,134,404,,,
0.8421052694320679,135,407,,,
0.8421052694320679,136,410,,,
0.7894737124443054,137,413,,,
0.8157894611358643,138,416,,,
0.8421052694320679,139,419,,,
0.8421052694320679,140,422,,,
0.8421052694320679,141,425,,,
0.8421052694320679,142,428,,,
0.8421052694320679,143,431,,,
0.8157894611358643,144,434,,,
0.8421052694320679,145,437,,,
0.8157894611358643,146,440,,,
0.7894737124443054,147,443,,,
0.8421052694320679,148,446,,,
,149,449,0.3368755578994751,0.8636363744735718,
0.8421052694320679,149,449,,,
0.7894737124443054,150,452,,,
0.8157894611358643,151,455,,,
0.8421052694320679,152,458,,,
0.8421052694320679,153,461,,,
0.8421052694320679,154,464,,,
0.8421052694320679,155,467,,,
0.7894737124443054,156,470,,,
0.8157894611358643,157,473,,,
0.8421052694320679,158,476,,,
0.8421052694320679,159,479,,,
0.8421052694320679,160,482,,,
0.8421052694320679,161,485,,,
0.8421052694320679,162,488,,,
0.8421052694320679,163,491,,,
0.8157894611358643,164,494,,,
0.8421052694320679,165,497,,,
,166,499,0.16719606518745422,0.921875,
0.8421052694320679,166,500,,,
0.8421052694320679,167,503,,,
0.8421052694320679,168,506,,,
0.7894737124443054,169,509,,,
0.7894737124443054,170,512,,,
0.7894737124443054,171,515,,,
0.7894737124443054,172,518,,,
0.8421052694320679,173,521,,,
0.8421052694320679,174,524,,,
0.8421052694320679,175,527,,,
0.8421052694320679,176,530,,,
0.8421052694320679,177,533,,,
0.8421052694320679,178,536,,,
0.8421052694320679,179,539,,,
0.7894737124443054,180,542,,,
0.8157894611358643,181,545,,,
0.8421052694320679,182,548,,,
,183,549,0.1772286295890808,0.921875,
0.8421052694320679,183,551,,,
0.8421052694320679,184,554,,,
0.8421052694320679,185,557,,,
0.8421052694320679,186,560,,,
0.8157894611358643,187,563,,,
0.8421052694320679,188,566,,,
0.8157894611358643,189,569,,,
0.8421052694320679,190,572,,,
0.8421052694320679,191,575,,,
0.8421052694320679,192,578,,,
0.7894737124443054,193,581,,,
0.7894737124443054,194,584,,,
0.8421052694320679,195,587,,,
0.8421052694320679,196,590,,,
0.8157894611358643,197,593,,,
0.8421052694320679,198,596,,,
,199,599,0.3123960793018341,0.9090909361839294,
0.8421052694320679,199,599,,,
0.8421052694320679,200,602,,,
0.8421052694320679,201,605,,,
0.8421052694320679,202,608,,,
0.8421052694320679,203,611,,,
0.8421052694320679,204,614,,,
0.8421052694320679,205,617,,,
0.8421052694320679,206,620,,,
0.8157894611358643,207,623,,,
0.8157894611358643,208,626,,,
0.8421052694320679,209,629,,,
0.8157894611358643,210,632,,,
0.8157894611358643,211,635,,,
0.8157894611358643,212,638,,,
0.8157894611358643,213,641,,,
0.8421052694320679,214,644,,,
0.8421052694320679,215,647,,,
,216,649,0.23614820837974548,0.859375,
0.8157894611358643,216,650,,,
0.8421052694320679,217,653,,,
0.8157894611358643,218,656,,,
0.8157894611358643,219,659,,,
0.8157894611358643,220,662,,,
0.8421052694320679,221,665,,,
0.8157894611358643,222,668,,,
0.8157894611358643,223,671,,,
0.8421052694320679,224,674,,,
0.8157894611358643,225,677,,,
0.8421052694320679,226,680,,,
0.8157894611358643,227,683,,,
0.8421052694320679,228,686,,,
0.8157894611358643,229,689,,,
0.8421052694320679,230,692,,,
0.8421052694320679,231,695,,,
0.8421052694320679,232,698,,,
,233,699,0.1795467734336853,0.890625,
0.8421052694320679,233,701,,,
0.8157894611358643,234,704,,,
0.8157894611358643,235,707,,,
0.8157894611358643,236,710,,,
0.8157894611358643,237,713,,,
0.8157894611358643,238,716,,,
0.8157894611358643,239,719,,,
0.8157894611358643,240,722,,,
0.8157894611358643,241,725,,,
0.8157894611358643,242,728,,,
0.8157894611358643,243,731,,,
0.8157894611358643,244,734,,,
0.8157894611358643,245,737,,,
0.8421052694320679,246,740,,,
0.8421052694320679,247,743,,,
0.8421052694320679,248,746,,,
,249,749,0.008577940985560417,1.0,
0.8157894611358643,249,749,,,
0.8157894611358643,250,752,,,
0.8157894611358643,251,755,,,
0.8421052694320679,252,758,,,
0.8421052694320679,253,761,,,
0.7894737124443054,254,764,,,
0.8157894611358643,255,767,,,
0.7894737124443054,256,770,,,
0.8421052694320679,257,773,,,
0.8421052694320679,258,776,,,
0.8421052694320679,259,779,,,
0.8421052694320679,260,782,,,
0.8421052694320679,261,785,,,
0.8157894611358643,262,788,,,
0.7894737124443054,263,791,,,
0.7894737124443054,264,794,,,
0.8421052694320679,265,797,,,
,266,799,0.12209980934858322,0.9375,
0.8157894611358643,266,800,,,
0.8157894611358643,267,803,,,
0.8157894611358643,268,806,,,
0.8157894611358643,269,809,,,
0.8421052694320679,270,812,,,
0.8157894611358643,271,815,,,
0.8421052694320679,272,818,,,
0.8157894611358643,273,821,,,
0.8421052694320679,274,824,,,
0.8157894611358643,275,827,,,
0.8157894611358643,276,830,,,
0.8157894611358643,277,833,,,
0.8157894611358643,278,836,,,
0.8157894611358643,279,839,,,
0.8157894611358643,280,842,,,
0.8421052694320679,281,845,,,
0.8421052694320679,282,848,,,
,283,849,0.1017422080039978,0.953125,
0.8157894611358643,283,851,,,
0.8157894611358643,284,854,,,
0.8157894611358643,285,857,,,
0.8157894611358643,286,860,,,
0.8421052694320679,287,863,,,
0.8157894611358643,288,866,,,
0.8157894611358643,289,869,,,
0.8421052694320679,290,872,,,
0.8157894611358643,291,875,,,
0.8157894611358643,292,878,,,
0.8157894611358643,293,881,,,
0.8421052694320679,294,884,,,
0.8157894611358643,295,887,,,
0.7894737124443054,296,890,,,
0.8157894611358643,297,893,,,
0.8421052694320679,298,896,,,
,299,899,0.272477924823761,0.8636363744735718,
0.8157894611358643,299,899,,,
0.7894737124443054,300,902,,,
0.8157894611358643,301,905,,,
0.8157894611358643,302,908,,,
0.8157894611358643,303,911,,,
0.8421052694320679,304,914,,,
0.8421052694320679,305,917,,,
0.8421052694320679,306,920,,,
0.8157894611358643,307,923,,,
0.7894737124443054,308,926,,,
0.8157894611358643,309,929,,,
0.8684210777282715,310,932,,,
0.8421052694320679,311,935,,,
0.8421052694320679,312,938,,,
0.8421052694320679,313,941,,,
0.8421052694320679,314,944,,,
0.8157894611358643,315,947,,,
,316,949,0.19087961316108704,0.859375,
0.8157894611358643,316,950,,,
0.8421052694320679,317,953,,,
0.8421052694320679,318,956,,,
0.8421052694320679,319,959,,,
0.8421052694320679,320,962,,,
0.8157894611358643,321,965,,,
0.8157894611358643,322,968,,,
0.8157894611358643,323,971,,,
0.8157894611358643,324,974,,,
0.8421052694320679,325,977,,,
0.8157894611358643,326,980,,,
0.8421052694320679,327,983,,,
0.8421052694320679,328,986,,,
0.8421052694320679,329,989,,,
0.8421052694320679,330,992,,,
0.8421052694320679,331,995,,,
0.8157894611358643,332,998,,,
,333,999,0.13296592235565186,0.90625,
0.8157894611358643,333,1001,,,
0.8157894611358643,334,1004,,,
0.8157894611358643,335,1007,,,
0.8421052694320679,336,1010,,,
0.8421052694320679,337,1013,,,
0.8157894611358643,338,1016,,,
0.8421052694320679,339,1019,,,
0.8157894611358643,340,1022,,,
0.8421052694320679,341,1025,,,
0.8157894611358643,342,1028,,,
0.7894737124443054,343,1031,,,
0.8421052694320679,344,1034,,,
0.8157894611358643,345,1037,,,
0.7894737124443054,346,1040,,,
0.8157894611358643,347,1043,,,
0.8421052694320679,348,1046,,,
,349,1049,0.06589872390031815,0.9545454382896423,
0.8157894611358643,349,1049,,,
0.8421052694320679,350,1052,,,
0.8421052694320679,351,1055,,,
0.8421052694320679,352,1058,,,
0.8157894611358643,353,1061,,,
0.8421052694320679,354,1064,,,
0.8421052694320679,355,1067,,,
0.8421052694320679,356,1070,,,
0.8421052694320679,357,1073,,,
0.8157894611358643,358,1076,,,
0.8157894611358643,359,1079,,,
0.8421052694320679,360,1082,,,
0.8157894611358643,361,1085,,,
0.8421052694320679,362,1088,,,
0.8157894611358643,363,1091,,,
0.8157894611358643,364,1094,,,
0.8421052694320679,365,1097,,,
,366,1099,0.18002262711524963,0.890625,
0.8684210777282715,366,1100,,,
0.8421052694320679,367,1103,,,
0.8421052694320679,368,1106,,,
0.8421052694320679,369,1109,,,
0.8421052694320679,370,1112,,,
0.8421052694320679,371,1115,,,
0.8421052694320679,372,1118,,,
0.8421052694320679,373,1121,,,
0.8421052694320679,374,1124,,,
0.8421052694320679,375,1127,,,
0.8421052694320679,376,1130,,,
0.8421052694320679,377,1133,,,
0.8157894611358643,378,1136,,,
0.8421052694320679,379,1139,,,
0.8421052694320679,380,1142,,,
0.8157894611358643,381,1145,,,
0.8157894611358643,382,1148,,,
,383,1149,0.04685366526246071,0.984375,
0.8421052694320679,383,1151,,,
0.8421052694320679,384,1154,,,
0.8421052694320679,385,1157,,,
0.8157894611358643,386,1160,,,
0.8421052694320679,387,1163,,,
0.8421052694320679,388,1166,,,
0.8421052694320679,389,1169,,,
0.8421052694320679,390,1172,,,
0.8421052694320679,391,1175,,,
0.8421052694320679,392,1178,,,
0.8157894611358643,393,1181,,,
0.8157894611358643,394,1184,,,
0.8421052694320679,395,1187,,,
0.8421052694320679,396,1190,,,
0.8421052694320679,397,1193,,,
0.8421052694320679,398,1196,,,
,399,1199,0.07582240551710129,0.9545454382896423,
0.8157894611358643,399,1199,,,
0.8421052694320679,400,1202,,,
0.8421052694320679,401,1205,,,
0.8157894611358643,402,1208,,,
0.8421052694320679,403,1211,,,
0.8421052694320679,404,1214,,,
0.8421052694320679,405,1217,,,
0.8421052694320679,406,1220,,,
0.8157894611358643,407,1223,,,
0.8157894611358643,408,1226,,,
0.8421052694320679,409,1229,,,
0.8157894611358643,410,1232,,,
0.8157894611358643,411,1235,,,
0.8157894611358643,412,1238,,,
0.8421052694320679,413,1241,,,
0.8157894611358643,414,1244,,,
0.8157894611358643,415,1247,,,
,416,1249,0.14575375616550446,0.921875,
0.8421052694320679,416,1250,,,
0.8421052694320679,417,1253,,,
0.8421052694320679,418,1256,,,
0.8157894611358643,419,1259,,,
0.8421052694320679,420,1262,,,
0.8421052694320679,421,1265,,,
0.8421052694320679,422,1268,,,
0.8421052694320679,423,1271,,,
0.8421052694320679,424,1274,,,
0.7631579041481018,425,1277,,,
0.8421052694320679,426,1280,,,
0.8421052694320679,427,1283,,,
0.8421052694320679,428,1286,,,
0.8421052694320679,429,1289,,,
0.8421052694320679,430,1292,,,
0.8684210777282715,431,1295,,,
0.8421052694320679,432,1298,,,
,433,1299,0.10175538808107376,0.9375,
0.8421052694320679,433,1301,,,
0.8421052694320679,434,1304,,,
0.8421052694320679,435,1307,,,
0.8421052694320679,436,1310,,,
0.8421052694320679,437,1313,,,
0.8421052694320679,438,1316,,,
0.8421052694320679,439,1319,,,
0.8421052694320679,440,1322,,,
0.8421052694320679,441,1325,,,
0.8421052694320679,442,1328,,,
0.8421052694320679,443,1331,,,
0.8421052694320679,444,1334,,,
0.8421052694320679,445,1337,,,
0.8421052694320679,446,1340,,,
0.8421052694320679,447,1343,,,
0.8421052694320679,448,1346,,,
,449,1349,0.2477647215127945,0.9090909361839294,
0.8157894611358643,449,1349,,,
0.7894737124443054,450,1352,,,
0.8421052694320679,451,1355,,,
0.8684210777282715,452,1358,,,
0.8421052694320679,453,1361,,,
0.8421052694320679,454,1364,,,
0.8421052694320679,455,1367,,,
0.8421052694320679,456,1370,,,
0.8421052694320679,457,1373,,,
0.8421052694320679,458,1376,,,
0.8157894611358643,459,1379,,,
0.8157894611358643,460,1382,,,
0.8421052694320679,461,1385,,,
0.8421052694320679,462,1388,,,
0.8157894611358643,463,1391,,,
0.8421052694320679,464,1394,,,
0.7894737124443054,465,1397,,,
,466,1399,0.09535735100507736,0.953125,
0.8421052694320679,466,1400,,,
0.8157894611358643,467,1403,,,
0.8157894611358643,468,1406,,,
0.8157894611358643,469,1409,,,
0.8421052694320679,470,1412,,,
0.8421052694320679,471,1415,,,
0.8421052694320679,472,1418,,,
0.8421052694320679,473,1421,,,
0.8421052694320679,474,1424,,,
0.8421052694320679,475,1427,,,
0.8684210777282715,476,1430,,,
0.8421052694320679,477,1433,,,
0.8421052694320679,478,1436,,,
0.8421052694320679,479,1439,,,
0.8421052694320679,480,1442,,,
0.8421052694320679,481,1445,,,
0.8421052694320679,482,1448,,,
,483,1449,0.09041300415992737,0.953125,
0.8421052694320679,483,1451,,,
0.8421052694320679,484,1454,,,
0.8421052694320679,485,1457,,,
0.8421052694320679,486,1460,,,
0.8157894611358643,487,1463,,,
0.8421052694320679,488,1466,,,
0.8421052694320679,489,1469,,,
0.8157894611358643,490,1472,,,
0.8157894611358643,491,1475,,,
0.8157894611358643,492,1478,,,
0.8421052694320679,493,1481,,,
0.8421052694320679,494,1484,,,
0.8421052694320679,495,1487,,,
0.8421052694320679,496,1490,,,
0.8421052694320679,497,1493,,,
0.8421052694320679,498,1496,,,
,499,1499,0.10458285361528397,0.9090909361839294,
0.8157894611358643,499,1499,,,
,500,1500,,,0.9275568127632141
,500,1500,,,0.8684210777282715
